candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,needs_audit,label_options,annotation_guideline,final_label,adjudication_status,is_positive,image_pred,text_pred,naive_pred,joint_pred,image_correct,text_correct,naive_correct,joint_correct,joint_error_type,image_error_type,caption_equal,image_minus_joint,text_minus_image
cand_018734,cc3m_33665,cc3m_129464,D:\data\cc3m_subset_200k\cc3m_33665.jpg,D:\data\cc3m_subset_200k\cc3m_129464.jpg,vector illustration of a banner for holiday .,vector illustration of a banner for holiday .,0.7344039678573608,1.0000001192092896,0.8672019243240356,1.0000001192092896,image|joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.132798,0.265596
cand_018735,cc3m_33665,cc3m_83750,D:\data\cc3m_subset_200k\cc3m_33665.jpg,D:\data\cc3m_subset_200k\cc3m_83750.jpg,vector illustration of a banner for holiday .,vector illustration of a banner for holiday .,0.7440561056137085,1.0000001192092896,0.8720280528068542,1.0000001192092896,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.127972,0.255944
cand_019580,cc3m_139623,cc3m_191117,D:\data\cc3m_subset_200k\cc3m_139623.jpg,D:\data\cc3m_subset_200k\cc3m_191117.jpg,football player and battle for the ball,football player and battle for the ball,0.7079540491104126,1.0000001192092896,0.8539770841598511,1.0000001192092896,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.146023,0.292046
cand_019915,cc3m_125313,cc3m_150157,D:\data\cc3m_subset_200k\cc3m_125313.jpg,D:\data\cc3m_subset_200k\cc3m_150157.jpg,football player and battle for the ball,football player and battle for the ball,0.705612063407898,1.0000001192092896,0.8528060913085938,1.0000001192092896,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.147194,0.294388
cand_020408,cc3m_109088,cc3m_122195,D:\data\cc3m_subset_200k\cc3m_109088.jpg,D:\data\cc3m_subset_200k\cc3m_122195.jpg,a city for sale property .,a city for sale property .,0.7202222347259521,1.0000001192092896,0.8601111173629761,1.0000001192092896,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.139889,0.279778
cand_022355,cc3m_59702,cc3m_136203,D:\data\cc3m_subset_200k\cc3m_59702.jpg,D:\data\cc3m_subset_200k\cc3m_136203.jpg,a model walks the runway at the fashion show during paris menswear fashion week .,a model walks the runway at the fashion show during paris menswear fashion week .,0.7010621428489685,1.0000001192092896,0.8505311012268066,1.0000001192092896,joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.149469,0.298938
cand_024986,cc3m_146808,cc3m_161698,D:\data\cc3m_subset_200k\cc3m_146808.jpg,D:\data\cc3m_subset_200k\cc3m_161698.jpg,example of a classic bathroom design,example of a classic bathroom design,0.7279635071754456,1.0000001192092896,0.8639818429946899,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.136018,0.272037
cand_025394,cc3m_123930,cc3m_194169,D:\data\cc3m_subset_200k\cc3m_123930.jpg,D:\data\cc3m_subset_200k\cc3m_194169.jpg,letter colorful logo in the circle .,letter colorful logo in the circle .,0.74528968334198,1.0000001192092896,0.8726449012756348,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.127355,0.254710
cand_027032,cc3m_79426,cc3m_147233,D:\data\cc3m_subset_200k\cc3m_79426.jpg,D:\data\cc3m_subset_200k\cc3m_147233.jpg,letter colorful logo in the circle .,letter colorful logo in the circle .,0.7390111684799194,1.0000001192092896,0.8695057034492493,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.130495,0.260989
cand_031140,cc3m_32910,cc3m_157976,D:\data\cc3m_subset_200k\cc3m_32910.jpg,D:\data\cc3m_subset_200k\cc3m_157976.jpg,a lot of vector black silhouettes of beautiful women on white background,a lot of vector black silhouettes of beautiful women on white background,0.7892837524414062,1.0000001192092896,0.8946418762207031,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.105358,0.210716
cand_033590,cc3m_17407,cc3m_39629,D:\data\cc3m_subset_200k\cc3m_17407.jpg,D:\data\cc3m_subset_200k\cc3m_39629.jpg,images vs. girls basketball game .,images vs. girls basketball game .,0.76734459400177,1.0000001192092896,0.8836723566055298,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.116328,0.232656
cand_034059,cc3m_14970,cc3m_64070,D:\data\cc3m_subset_200k\cc3m_14970.jpg,D:\data\cc3m_subset_200k\cc3m_64070.jpg,hard rock artist performs during music festival,hard rock artist performs during music festival,0.7214710116386414,1.0000001192092896,0.8607355356216431,1.0000001192092896,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.139265,0.278529
cand_035416,cc3m_9937,cc3m_12329,D:\data\cc3m_subset_200k\cc3m_9937.jpg,D:\data\cc3m_subset_200k\cc3m_12329.jpg,a map of the country,a map of the country,0.7493084669113159,1.0000001192092896,0.8746542930603027,1.0000001192092896,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.125346,0.250692
cand_039086,cc3m_146701,cc3m_164290,D:\data\cc3m_subset_200k\cc3m_146701.jpg,D:\data\cc3m_subset_200k\cc3m_164290.jpg,"a man looks at computer which displays the logo , while sat with a cup of coffee","a man looks at computer which displays the logo , while sat with a cup of coffee",0.7192083597183228,1.0,0.8596042394638062,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.140396,0.280792
cand_040679,cc3m_95135,cc3m_100820,D:\data\cc3m_subset_200k\cc3m_95135.jpg,D:\data\cc3m_subset_200k\cc3m_100820.jpg,person long shadow glyph icon .,person long shadow glyph icon .,0.716686487197876,1.0,0.8583431839942932,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.141657,0.283314
cand_040757,cc3m_93126,cc3m_95165,D:\data\cc3m_subset_200k\cc3m_93126.jpg,D:\data\cc3m_subset_200k\cc3m_95165.jpg,a model walks the runway at the summer fashion show during event,a model walks the runway at the summer fashion show during event,0.735142707824707,1.0,0.8675713539123535,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.132429,0.264857
cand_042169,cc3m_62309,cc3m_66403,D:\data\cc3m_subset_200k\cc3m_62309.jpg,D:\data\cc3m_subset_200k\cc3m_66403.jpg,the address on the building,the address on the building,0.702590823173523,1.0,0.8512954711914062,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.148705,0.297409
cand_042272,cc3m_59977,cc3m_186827,D:\data\cc3m_subset_200k\cc3m_59977.jpg,D:\data\cc3m_subset_200k\cc3m_186827.jpg,football player during a training session .,football player during a training session .,0.701471209526062,1.0,0.8507356643676758,1.0,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.149264,0.298529
cand_042471,cc3m_56096,cc3m_66969,D:\data\cc3m_subset_200k\cc3m_56096.jpg,D:\data\cc3m_subset_200k\cc3m_66969.jpg,a model walks the runway at the fashion show during fashion week,a model walks the runway at the fashion show during fashion week,0.7009320259094238,1.0,0.8504660129547119,1.0,image|joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.149534,0.299068
cand_042728,cc3m_51207,cc3m_100632,D:\data\cc3m_subset_200k\cc3m_51207.jpg,D:\data\cc3m_subset_200k\cc3m_100632.jpg,night club fancy lights in a dark background,night club fancy lights in a dark background,0.7613608837127686,1.0,0.8806805610656738,1.0,image|joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.119320,0.238639
cand_043085,cc3m_45175,cc3m_193307,D:\data\cc3m_subset_200k\cc3m_45175.jpg,D:\data\cc3m_subset_200k\cc3m_193307.jpg,football player during a training session .,football player during a training session .,0.7352629899978638,1.0,0.8676314949989319,1.0,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.132369,0.264737
cand_043580,cc3m_36736,cc3m_52097,D:\data\cc3m_subset_200k\cc3m_36736.jpg,D:\data\cc3m_subset_200k\cc3m_52097.jpg,pilgrims on the beach at sunset,pilgrims on the beach at sunset,0.7718889713287354,1.0,0.8859444856643677,1.0,image|joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.114056,0.228111
cand_047481,cc3m_122333,cc3m_137973,D:\data\cc3m_subset_200k\cc3m_122333.jpg,D:\data\cc3m_subset_200k\cc3m_137973.jpg,week - photos from the football game,week - photos from the football game,0.7264337539672852,1.0,0.8632168769836426,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.136783,0.273566
cand_048621,cc3m_99940,cc3m_105182,D:\data\cc3m_subset_200k\cc3m_99940.jpg,D:\data\cc3m_subset_200k\cc3m_105182.jpg,property image # paradise at the top of the mountains,property image # paradise at the top of the mountains,0.7100563645362854,1.0,0.8550281524658203,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.144972,0.289944
cand_050395,cc3m_21384,cc3m_90799,D:\data\cc3m_subset_200k\cc3m_21384.jpg,D:\data\cc3m_subset_200k\cc3m_90799.jpg,better with a beard ? from artist to organization leader,better with a beard ? from artist to organization leader,0.734265923500061,1.0,0.8671329021453857,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.132867,0.265734
cand_050862,cc3m_70640,cc3m_104553,D:\data\cc3m_subset_200k\cc3m_70640.jpg,D:\data\cc3m_subset_200k\cc3m_104553.jpg,images from the graduation ceremony .,images from the graduation ceremony .,0.7432218790054321,1.0,0.8716109395027161,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.128389,0.256778
cand_051501,cc3m_64547,cc3m_131924,D:\data\cc3m_subset_200k\cc3m_64547.jpg,D:\data\cc3m_subset_200k\cc3m_131924.jpg,picturesque winter scene by the river,picturesque winter scene by the river,0.7007185816764832,1.0,0.8503592014312744,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.149641,0.299281
cand_053396,cc3m_50985,cc3m_133653,D:\data\cc3m_subset_200k\cc3m_50985.jpg,D:\data\cc3m_subset_200k\cc3m_133653.jpg,baseball player pitches against sports team,baseball player pitches against sports team,0.7683730721473694,1.0,0.8841865658760071,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.115813,0.231627
cand_055070,cc3m_17284,cc3m_33419,D:\data\cc3m_subset_200k\cc3m_17284.jpg,D:\data\cc3m_subset_200k\cc3m_33419.jpg,welcome to vintage rusty metal sign on a white background,welcome to vintage rusty metal sign on a white background,0.7253901362419128,1.0,0.8626950979232788,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.137305,0.274610
cand_055778,cc3m_38950,cc3m_74292,D:\data\cc3m_subset_200k\cc3m_38950.jpg,D:\data\cc3m_subset_200k\cc3m_74292.jpg,wooden gazebo in the garden - stylish alternative to the roundabout,wooden gazebo in the garden - stylish alternative to the roundabout,0.7032168507575989,1.0,0.8516084551811218,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.148392,0.296783
cand_058366,cc3m_26615,cc3m_148965,D:\data\cc3m_subset_200k\cc3m_26615.jpg,D:\data\cc3m_subset_200k\cc3m_148965.jpg,baseball player pitches during the game against sports team,baseball player pitches during the game against sports team,0.7109519243240356,1.0,0.8554760217666626,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.144524,0.289048
cand_060748,cc3m_18760,cc3m_175821,D:\data\cc3m_subset_200k\cc3m_18760.jpg,D:\data\cc3m_subset_200k\cc3m_175821.jpg,baseball player pitches against sports team,baseball player pitches against sports team,0.7337043285369873,1.0,0.8668522834777832,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.133148,0.266296
cand_061296,cc3m_13439,cc3m_130547,D:\data\cc3m_subset_200k\cc3m_13439.jpg,D:\data\cc3m_subset_200k\cc3m_130547.jpg,anniversary photography by the sea .,anniversary photography by the sea .,0.7114510536193848,1.0,0.8557254672050476,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.144274,0.288549
cand_062195,cc3m_13123,cc3m_22786,D:\data\cc3m_subset_200k\cc3m_13123.jpg,D:\data\cc3m_subset_200k\cc3m_22786.jpg,a model walks the runway at the summer fashion show during fashion week .,a model walks the runway at the summer fashion show during fashion week .,0.7299506068229675,1.0,0.8649752736091614,1.0,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.135025,0.270049
cand_063338,cc3m_9329,cc3m_80631,D:\data\cc3m_subset_200k\cc3m_9329.jpg,D:\data\cc3m_subset_200k\cc3m_80631.jpg,aerial view toward west seen taken from the top of a building site located,aerial view toward west seen taken from the top of a building site located,0.7302150726318359,1.0,0.8651076555252075,1.0,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.134893,0.269785
cand_064231,cc3m_8414,cc3m_77591,D:\data\cc3m_subset_200k\cc3m_8414.jpg,D:\data\cc3m_subset_200k\cc3m_77591.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.717387318611145,0.9999999403953552,0.8586936593055725,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.141306,0.282613
cand_064321,cc3m_7608,cc3m_14352,D:\data\cc3m_subset_200k\cc3m_7608.jpg,D:\data\cc3m_subset_200k\cc3m_14352.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.7854105234146118,0.9999999403953552,0.8927052617073059,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.107295,0.214589
cand_064633,cc3m_3776,cc3m_188785,D:\data\cc3m_subset_200k\cc3m_3776.jpg,D:\data\cc3m_subset_200k\cc3m_188785.jpg,images from the graduation at the school .,images from the graduation at the school .,0.701573371887207,0.9999999403953552,0.8507866263389587,0.9999999403953552,text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,1,-0.149213,0.298427
